index,precision_at_recall,epoch,stage
0,0.8035252094,0,train
1,0.8592576981000001,1,train
2,0.8775340319,2,train
3,0.8868655562000001,3,train
4,0.8971985579,4,train
5,0.9050753117,5,train
6,0.9080853462,6,train
7,0.9139153361000001,7,train
8,0.9188053608000001,8,train
9,0.9228886962,9,train
10,0.9259166121,10,train
11,0.9287709594,11,train
12,0.9345144033,12,train
13,0.9385110736000001,13,train
14,0.9411970377000001,14,train
15,0.9435579181,15,train
16,0.9477598071000001,16,train
17,0.9485434890000001,17,train
18,0.9507311583,18,train
19,0.9541995525,19,train
20,0.9568386078000001,20,train
21,0.9593952894000001,21,train
22,0.9603076577,22,train
23,0.96322155,23,train
24,0.9651780128,24,train
0,0.8566079736000001,0,test
1,0.8830465674,1,test
2,0.8825224638,2,test
3,0.9016732574,3,test
4,0.9062612653000001,4,test
5,0.9048780203000001,5,test
6,0.9154260755,6,test
7,0.9118717909,7,test
8,0.9204733372,8,test
9,0.9209085703000001,9,test
10,0.921284914,10,test
11,0.9201430082000001,11,test
12,0.9227035642,12,test
13,0.9240171313000001,13,test
14,0.9252932072000001,14,test
15,0.9243138433,15,test
16,0.9198761582,16,test
17,0.9229499102000001,17,test
18,0.9202542901,18,test
19,0.9116051793000001,19,test
20,0.9241347909000001,20,test
21,0.9262151718,21,test
22,0.9264665246,22,test
23,0.9221689701,23,test
24,0.9091318846,24,test
